hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
Sol Pelicanos Ocas,Single Room,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Shower and bathtub, 1 single bed","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Superior Twin Room (1 Adult),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 25 m²/269 ft², Balcony/terrace, Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Double or Twin Room (1 Adult),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 25 m²/269 ft², Balcony/terrace, Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Solo Room,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Balcony/terrace, Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Double Room (2 Adults + 1 Child ),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 25 m²/269 ft², Balcony/terrace, Shower and bathtub, 3 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Standard Room Pool View,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Pool view, Balcony/terrace, Shower and bathtub, 2 single beds and 1 sofa bed","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room (2 Adults + 2 Children),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 28 m²/301 ft², Shower and bathtub, 2 single beds and 1 sofa bed","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Superior Room,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Balcony/terrace, Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room with Balcony,Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Balcony/terrace, Shower and bathtub, 2 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room (2 Adults + 1 Child),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 28 m²/301 ft², Shower and bathtub, 2 single beds and 1 sofa bed","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Double or Twin Room (3 Adults),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 25 m²/269 ft², Balcony/terrace, Shower and bathtub, 3 single beds","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room (3 Adults),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 28 m²/301 ft², Shower and bathtub, 2 single beds and 1 sofa bed","Gerona, 45-47",163.07,3
Sol Pelicanos Ocas,Family Room (3 Adults + 1 Child),Spain,Benidorm - Costa Blanca,Hotels,Air conditioning: ;Closet: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 28 m²/301 ft², Shower and bathtub, 2 single beds and 1 sofa bed","Gerona, 45-47",163.07,3
Crown Inn,Small Double Room,United Kingdom,Marston Montgomery,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Linens: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 20 m²/215 ft², Shower, 1 double bed","Riggs Lane, Marston Montgomery",158.39,4
Crown Inn,Double Room,United Kingdom,Marston Montgomery,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Linens: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 13 m²/140 ft², Shower, 1 double bed","Riggs Lane, Marston Montgomery",158.39,4
Crown Inn,Superior Double or Twin Room,United Kingdom,Marston Montgomery,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Linens: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 25 m²/269 ft², Shower, 1 king bed or 2 single beds","Riggs Lane, Marston Montgomery",158.39,4
Crown Inn,King Room,United Kingdom,Marston Montgomery,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Linens: ;Seating area: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 22 m²/237 ft², Shower and bathtub, 1 queen bed","Riggs Lane, Marston Montgomery",158.39,4
"Sandhills Apartments, Mudeford",One-Bedroom Apartment,United Kingdom,Christchurch,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;,"Room size: 50 m²/538 ft², Shower and bathtub, Kitchenette, 1 king bed or 1 sofa bed",Sandhills Holiday Park Mudeford,110.87,4
"Sandhills Apartments, Mudeford",Apartment with Sea View,United Kingdom,Christchurch,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;,"Room size: 40 m²/431 ft², Shower, Kitchenette, 1 queen bed or 1 sofa bed",Sandhills Holiday Park Mudeford,110.87,4
"Sandhills Apartments, Mudeford",Studio with Balcony,United Kingdom,Christchurch,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Dressing room: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;,"Room size: 60 m²/646 ft², Balcony/terrace, Shower, Kitchenette, 1 queen bed and 1 sofa bed",Sandhills Holiday Park Mudeford,110.87,4
Hempstead House Hotel & Restaurant,Standard  Room,United Kingdom,Bapchild,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Mirror: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Shower, 1 double bed","London Rd, Bapchild",294.6,3
Hempstead House Hotel & Restaurant,Superior Room,United Kingdom,Bapchild,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Mirror: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Shower, 1 queen bed","London Rd, Bapchild",294.6,3
Hempstead House Hotel & Restaurant,Executive Room,United Kingdom,Bapchild,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Mirror: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 17 m²/183 ft², Shower and bathtub, 1 king bed or 2 single beds","London Rd, Bapchild",294.6,3
Hempstead House Hotel & Restaurant,Deluxe Room,United Kingdom,Bapchild,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Mirror: ;Seating area: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 23 m²/248 ft², Shower and bathtub, 1 king bed or 2 single beds","London Rd, Bapchild",294.6,3
Hempstead House Hotel & Restaurant,Suite,United Kingdom,Bapchild,Hotels,Air conditioning: ;Bathrobes: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Dishwasher: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Microwave: ;Mirror: ;Private entrance: ;Refrigerator: ;Seating area: ;Separate dining area: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 40 m²/431 ft², Shower, Kitchenette, 1 king bed or 1 sofa bed","London Rd, Bapchild",294.6,3
The Building Hotel,Classic Double or Twin Room,Italy,Rome,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;On-demand movies: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 16 m²/172 ft², City view, Non-smoking, Shower and bathtub, 1 double bed or 2 single beds","Via Montebello, 126",169.79,4
The Building Hotel,Triple Room,Italy,Rome,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Laptop safe box: ;Linens: ;Mini bar: ;On-demand movies: ;Satellite/cable channels: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², City view, Non-smoking, Shower and bathtub, 1 double bed and 1 single bed or 3 single beds","Via Montebello, 126",169.79,4
The Building Hotel,Run of House,Italy,Rome,Hotels,Air conditioning: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Mini bar: ;On-demand movies: ;Satellite/cable channels: ;Toiletries: ;,Shower,"Via Montebello, 126",169.79,4
The Building Hotel,Standard Double,Italy,Rome,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)","Via Montebello, 126",169.79,4
Arum,Quadruple Room,France,Royat,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Soundproofing: ;Telephone: ;TV: ;,"Room size: 18 m²/194 ft², Bathtub, 2 single beds and 1 double bed","63, Route De Limoges",130.6,2
Arum,Double Room,France,Royat,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Shower: ;Telephone: ;Toiletries: ;TV: ;,"Room size: 16 m²/172 ft², 1 king bed","63, Route De Limoges",130.6,2
Arum,Triple Room,France,Royat,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Soundproofing: ;Telephone: ;TV: ;,"Room size: 17 m²/183 ft², 1 single bed and 1 double bed","63, Route De Limoges",130.6,2
Arum,Duplex Room,France,Royat,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Telephone: ;TV: ;,"Room size: 24 m²/258 ft², Shower, 1 single bed and 2 double beds or 1 double bed and 1 sofa bed and 1 single bed","63, Route De Limoges",130.6,2
Number One,Standard Single Room,United Kingdom,Plymouth,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Smoke detector: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 12 m²/129 ft², Shower, 1 single bed","1 Windsor Villas, Lockyer Street",62.3,4
The Brighton Hotel,Standard Single,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Dart board: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Telephone: ;Trouser press: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Street view, Non-smoking, Shower, 1 single bed",143 Kings Road,180.56,3
The Brighton Hotel,Standard Double Room,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Dart board: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Telephone: ;Trouser press: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Street view, Non-smoking, Shower, 1 double bed",143 Kings Road,180.56,3
The Brighton Hotel,Twin Bed Room,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Trouser press: ;Wake-up service: ;,"Room size: 25 m²/269 ft², Sea view, Non-smoking, Shower, 2 single beds",143 Kings Road,180.56,3
The Brighton Hotel,Double Sea View,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Seating area: ;Telephone: ;Trouser press: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Sea view, Shower and bathtub, 1 double bed",143 Kings Road,180.56,3
The Brighton Hotel,Standard Triple,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Dart board: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Trouser press: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Street view, Non-smoking, Shower, 1 single bed and 1 double bed",143 Kings Road,180.56,3
The Brighton Hotel,Seaview,United Kingdom,Brighton and Hove,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Dart board: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Trouser press: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Sea view, Non-smoking, Shower, 1 double bed",143 Kings Road,180.56,3
Fourside Hotel Saarbrucken,Superior Single Room,Germany,Saarbrucken,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Smoke detector: ;Soundproofing: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 13 m²/140 ft², Shower, 1 single bed",Faktoreistrasse 2,195.2,3
Fourside Hotel Saarbrucken,Superior Room,Germany,Saarbrucken,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Shower: ;Smoke detector: ;Soundproofing: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 21 m²/226 ft², 1 queen bed or 2 single beds",Faktoreistrasse 2,195.2,3
Fourside Hotel Saarbrucken,Superior Double Room,Germany,Saarbrucken,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Smoke detector: ;Soundproofing: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 23 m²/248 ft², Shower, 1 queen bed or 2 single beds",Faktoreistrasse 2,195.2,3
Fourside Hotel Saarbrucken,Superior Double or Twin Room,Germany,Saarbrucken,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Smoke detector: ;Soundproofing: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 33 m²/355 ft², Shower, 1 queen bed or 2 single beds",Faktoreistrasse 2,195.2,3
Fourside Hotel Saarbrucken,Junior Suite,Germany,Saarbrucken,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Smoke detector: ;Soundproofing: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 40 m²/431 ft², Shower, 1 queen bed",Faktoreistrasse 2,195.2,3
Laguna Hotel,Single Room,United Kingdom,Bournemouth,Hotels,Air conditioning: ;Carpeting: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;TV: ;,"Room size: 10 m²/108 ft², Street view, Shower, 1 single bed",6 Suffolk Road South,61.24,3
Laguna Hotel,Double Room,United Kingdom,Bournemouth,Hotels,Air conditioning: ;Carpeting: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;TV: ;,"Room size: 12 m²/129 ft², Street view, Shower and bathtub, 1 double bed",6 Suffolk Road South,61.24,3
Laguna Hotel,Twin Room,United Kingdom,Bournemouth,Hotels,Air conditioning: ;Carpeting: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;TV: ;,"Room size: 12 m²/129 ft², Street view, Shower and bathtub, 2 single beds",6 Suffolk Road South,61.24,3
Laguna Hotel,Family Room (2 Adults + 1 Child),United Kingdom,Bournemouth,Hotels,Air conditioning: ;Carpeting: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;TV: ;,"Room size: 20 m²/215 ft², Street view, Shower, 1 single bed and 1 double bed",6 Suffolk Road South,61.24,3
